ID,Name,Concepticon_ID,Concepticon_Gloss,SrcId,Number
1_head,head,1256,HEAD,0003,1
2_haveaheadachev,have a headache (v),,,0004,2
3_stubbornpeoplesayhedoesnotlisten,stubborn/People say he does not listen.,,,0005,3
4_hairofthehead,hair of the head,2678,HAIR OR FUR,0007,4
5_brain,brain,1583,BRAIN,0009,5
6_forehead,forehead,123,FOREHEAD,0011,6
7_eye,eye,1248,EYE,0013,7
8_eyeball,eyeball,,,0014,8
9_eyebrow,eyebrow,1173,EYEBROW,0016,9
10_eyelash,eyelash,1540,EYELASH,0017,10
11_tears,tears,1651,TEAR (OF EYE),0019,11
12_blind,blind,1653,BLIND,0021,12
13_blind,blind,1653,BLIND,0022,13
14_nose,nose,1221,NOSE,0024,14
15_snivel,snivel,208,NASAL MUCUS (SNOT),0025,15
16_ear,ear,1247,EAR,0027,16
17_earwax,ear wax,32,EARWAX,0028,17
18_deaf,deaf,996,DEAF,0030,18
19_mouth,mouth,674,MOUTH,0032,19
20_lips,lips,478,LIP,0034,20
21_tongue,tongue,1205,TONGUE,0036,21
22_dumb,dumb,1492,DUMB,0038,22
23_tooth,tooth,1380,TOOTH,0040,23
24_decayv,decay (v),,,0041,24
25_spittle,spittle,1503,SALIVA,0043,25
26_saliva,saliva,1503,SALIVA,0044,26
27_phlegm,phlegm,3061,PHLEGM,0045,27
28_breathev,breathe (v),1407,BREATHE,0047,28
29_voice,voice,1363,VOICE,0049,29
30_cough,cough,,,0051,30
31_coughv,cough (v),879,COUGH,0053,31
32_sneeze,sneeze,,,0055,32
33_sneezev,sneeze (v),1621,SNEEZE,0057,33
34_yawn,yawn,1028,YAWN,0059,34
35_hiccupv,hiccup (v),162,HICCOUGH,0060,35
36_belchv,belch (v),2245,BELCH,0061,36
37_jawchin,"jaw, chin",1510,CHIN,0063,37
38_face,face,1560,FACE,0065,38
39_feelshamedv,feel shamed (v),1894,ASHAMED,0066,39
40_cheek,cheek,1730,CHEEK,0068,40
41_temple,temple,1604,TEMPLES,0069,41
42_mustache,mustache,1165,MOUSTACHE,0071,42
43_beard,beard,678,BEARD,0072,43
44_whiskers,whiskers,,,0073,44
45_neck,neck,1333,NECK,0075,45
46_neck,neck,1333,NECK,0076,46
47_nape,nape,1347,NAPE (OF NECK),0077,47
48_throat,throat,1346,THROAT,0079,48
49_throat,throat,1346,THROAT,0080,49
50_shoulder,shoulder,1482,SHOULDER,0082,50
51_shoulderblade,shoulder blade,172,SHOULDERBLADE,0083,51
52_arm,arm,1673,ARM,0085,52
53_elbow,elbow,981,ELBOW,0087,53
54_wrist,wrist,799,WRIST,0089,54
55_hand,hand,1277,HAND,0091,55
56_palm,palm,1183,PALM OF HAND,0093,56
57_finger,finger,1303,FINGER,0095,57
58_nail,nail,1258,FINGERNAIL,0101,58
59_fist,fist,1473,FIST,0103,59
60_breast,breast,1592,CHEST,0105,60
61_breastofwoman,breast (of woman),1402,BREAST,0106,61
62_mothersmilk,mother's milk,,,0107,62
63_rib,rib,801,RIB,0109,63
64_lungs,lungs,688,LUNG,0111,64
65_heart,heart,1223,HEART,0113,65
66_belly,belly,1251,BELLY,0115,66
67_guts,guts,1334,GUTS,0118,67
68_bowels,bowels,1991,INTESTINES,0120,68
69_stomach,stomach,819,STOMACH,0122,69
70_liver,liver,1224,LIVER,0124,70
71_kidneys,kidneys,489,KIDNEY,0126,71
72_navel,navel,1838,NAVEL,0128,72
73_back,back,1291,BACK,0130,73
74_backvsfront,back (vs. front),2323,BACK (PART),0131,74
75_waist,waist,1681,WAIST,0133,75
76_buttocks,buttocks,834,BUTTOCKS,0134,76
77_excrement,excrement,675,FAECES (EXCREMENT),0136,77
78_excrementofsheep,excrement of sheep,,,0137,78
79_excrementofcattle,excrement of cattle,,,0138,79
80_excrementofhorse,excrement of horse,,,0139,80
81_excrementofdonkey,excrement of donkey,,,0140,81
82_voidfecesvt,void feces (vt),676,SHIT (DEFECATE),0142,82
83_voidfecesvi,void feces (vi),676,SHIT (DEFECATE),0143,83
84_bladder,bladder,1746,BLADDER,0145,84
85_urine,urine,1142,URINE,0147,85
86_urinatev,urinate (v),592,PISS,0149,86
87_toilet,toilet,219,TOILET,0151,87
88_fart,fart,1159,FART,0153,88
89_penis,penis,1222,PENIS,0155,89
90_penis,penis,1222,PENIS,0156,90
91_testicles,testicles,797,TESTICLES,0158,91
92_testicles,testicles,797,TESTICLES,0159,92
93_vulva,vulva,1837,VULVA,0161,93
94_thigh,thigh,800,THIGH,0163,94
95_knee,knee,1371,KNEE,0165,95
96_leg,leg,1297,LEG,0167,96
97_shin,shin,186,SHIN,0168,97
98_calf,calf,1989,CALF,0169,98
99_foot,foot,1301,FOOT,0171,99
100_limpv,limp (v),366,LIMP,0173,100
101_body,body,1480,BODY,0175,101
102_corpse,corpse,767,CORPSE,0176,102
103_hairofskin,hair of skin,189,HAIR (BODY),0178,103
104_skin,skin,763,SKIN,0180,104
105_birthmark,birth-mark,1751,BIRTHMARK,0182,105
106_bruise,bruise,1148,BRUISE,0183,106
107_mole,mole,1907,MOLE,0185,107
108_pockmark,pockmark,530,FRECKLE,0187,108
109_aburn,a burn,3622,BURN (INJURY),0189,109
110_pus,pus,1808,PUS,0192,110
111_sweat,sweat,125,SWEAT (SUBSTANCE),0194,111
112_dirt,dirt,25,DIRT,0196,112
113_blood,blood,946,BLOOD,0198,113
114_bone,bone,1394,BONE,0200,114
115_marrow,marrow,1835,MARROW,0201,115
116_flesh,flesh,2259,FLESH,0203,116
117_strength,strength,202,STRENGTH,0205,117
118_powerpolitical,power (political),2526,POWER,0206,118
119_lookatvt,look at (vt),1819,LOOK,0208,119
120_seevi,see (vi),1409,SEE,0209,120
121_smellitv,smell it (v),1586,SMELL (PERCEIVE),0211,121
122_listentovt,listen to (vt),1608,LISTEN,0213,122
123_hearvi,hear (vi),1408,HEAR,0214,123
124_laughv,laugh (v),1355,LAUGH,0216,124
125_cryweepv,"cry, weep (v)",1839,CRY,0218,125
126_shoutv,shout (v),715,SHOUT,0220,126
127_clothing,clothing,,,0223,127
128_clothsingeneral,cloths in general,1895,CLOTHES,0224,128
129_tibetancloth,Tibetan cloth,,,0226,129
130_sleeve,sleeve,2953,SLEEVE,0227,130
131_clothev,clothe (v),,,0232,131
132_wearv,wear (v),976,WEAR,0232a,132
133_dresssmstgvt,dress sm stg (vt),814,DRESS UP,0234,133
134_takeoffvt,take off (vt),1755,UNDRESS,0236,134
135_naked,naked,590,NAKED,0238,135
136_hat,hat,771,HAT,0240,136
137_umbrella,umbrella,3105,UMBRELLA,0242,137
138_pagne,pagne,1965,LOINCLOTH,0244,138
139_trousers,trousers,809,TROUSERS,0246,139
140_belt,belt,772,BELT,0248,140
141_collar,collar,2012,COLLAR,0250,141
142_shoe,shoe,1381,SHOE,0252,142
143_barefooted,barefooted,3737,BAREFOOT,0254,143
144_clothn,cloth (n),1616,CLOTH,0256,144
145_cotton,cotton,1850,COTTON,0258,145
146_flax,flax,916,LINEN,0260,146
147_woolwool,wool/wool (山羊毛),964,WOOL,0262,147
148_fur,fur,580,FUR,0264,148
149_tannedleather,tanned leather,629,LEATHER,0265,149
150_comb,comb,1475,COMB,0267,150
151_ringfinger,ring (finger),1374,RING,0269,151
152_necklace,necklace,1961,NECKLACE,0271,152
153_decoratev,decorate (v),1739,DECORATE,0273,153
154_scissors,scissors,356,SHEARS,0275,154
155_needle,needle,1382,NEEDLE (FOR SEWING),0277,155
156_thread,thread,1161,THREAD,0279,156
157_sewv,sew (v),1457,SEW,0281,157
158_foodfoodstuff,"food, food stuff",256,FOOD,0284,158
159_foodmeal,"food, meal",3542,PREPARED FOOD,0285,159
160_rice,rice,926,RICE,0287,160
161_riceplant,rice plant,2026,RICE PLANT,0289,161
162_wheat,wheat,1077,WHEAT,0291,162
163_barley,barley,932,BARLEY,0293,163
164_grain,grain,605,GRAIN,0295,164
165_beanpeabeanpea,"bean, pea/bean, pea (蓲豆)",2574,BEAN OR PEA,0298,165
166_flour,flour,1594,FLOUR,0300,166
167_wheatflour,wheat flour,1594,FLOUR,0301,167
168_tsampa,Tsampa,,,0302,168
169_potato,potato,593,POTATO,0304,169
170_meat,meat,634,MEAT,0306,170
171_onion,onion,2366,ONION,0308,171
172_garlic,garlic,2368,GARLIC,0309,172
173_vegetable,vegetable,924,VEGETABLES,0313,173
174_fruit,fruit,1507,FRUIT,0318,174
175_fruitoftree,fruit of tree,1507,FRUIT,0320,175
176_seed,seed,714,SEED,0322,176
177_fish,fish,227,FISH,0324,177
178_egg,egg,744,EGG,0326,178
179_salt,salt,1274,SALT,0328,179
180_sugar,sugar,862,SUGAR,0330,180
181_honey,honey,942,HONEY,0332,181
182_oilasfood,oil as food,1484,OIL (ORGANIC SUBSTANCE),0334,182
183_petroleum,petroleum,650,PETROLEUM,0335,183
184_grease,grease,,,0337,184
185_butter,butter,1245,BUTTER,0339,185
186_cheese,cheese,1569,CHEESE,0340,186
187_milk,milk,635,MILK,0342,187
188_yogurt,yogurt,,,0343,188
189_water,water,948,WATER,0345,189
190_tea,tea,1373,TEA,0347,190
191_papriceporridge,"pap, rice-porridge",2049,CONGEE,0351,191
192_wine,wine,1524,WINE,0353,192
193_liquor,liquor,842,LIQUOR,0354,193
194_getdrunkv,get drunk (v),,,0356,194
195_tobacco,tobacco,974,TOBACCO,0358,195
196_cookvt,cook (vt),1100,COOK (SOMETHING),0360,196
197_havecookedv,have cooked (v),,,0361,197
198_cookn,cook (n),2315,COOK (PERSON),0361a,198
199_getroastedvi,get roasted (vi),,,0365,199
200_fryvt,fry (vt),991,FRY,0366,200
201_havefriedvi,have fried (vi),,,0367,201
202_boilvt,boil (vt),2492,BOIL (SOMETHING),0369,202
203_getboiledvi,get boiled (vi),,,0370,203
204_raw,raw,1959,RAW,0372,204
205_ripe,ripe,178,RIPE,0374,205
206_eatvt,eat (vt),1336,EAT,0376,206
207_lickvt,lick (vt),319,LICK,0378,207
208_chewvt,chew (vt),321,CHEW,0380,208
209_masticatevt,masticate (vt),,,0381,209
210_drinkvt,drink (vt),1401,DRINK,0383,210
211_swallowvt,swallow (vt),897,SWALLOW,0384,211
212_suckvt,suck (vt),1421,SUCK,0386,212
213_vomitvtvomitvt,vomit (vt)/vomit (呕吐) (vt),1278,VOMIT,0388,213
214_spitv,spit (v),1440,SPIT,0390,214
215_gethungryv,get hungry (v),,,0392,215
216_feelhungryv,feel hungry (v),1533,BE HUNGRY,0393,216
217_feelthirstyv,feel thirsty (v),3474,BE THIRSTY,0395,217
218_taste,taste,2190,TASTE,0397,218
219_tasty,tasty,1813,TASTY,0399,219
220_sweet,sweet,717,SWEET,0401,220
221_hot,hot,1286,HOT,0403,221
222_bitter,bitter,887,BITTER,0405,222
223_sour,sour,1906,SOUR,0407,223
224_rotten,rotten,1728,ROTTEN,0409,224
225_mould,mould,1166,MOULD,0411,225
226_house,house,1252,HOUSE,0414,226
227_room,room,1450,ROOM,0415,227
228_houseresidence,"house, residence",2406,HOME,0417,228
229_residence,residence,,,0419,229
230_communitysettlement,"community, settlement",,,0420,230
231_tent,tent,1316,TENT,0423,231
232_buildahousevt,build (a house) (vt),,,0425,232
233_entrance,entrance,,,0427,233
234_exit,exit,,,0428,234
235_door,door,1567,DOOR,0430,235
236_room,room,1450,ROOM,0432,236
237_floor,floor,1632,FLOOR,0434,237
238_pillar,pillar,2045,COLUMN,0436,238
239_beamofahouse,beam (of a house),1132,BEAM,0437,239
240_wall,wall,933,WALL (OF HOUSE),0440,240
241_mudwall,mud wall,,,0441,241
242_window,window,1375,WINDOW,0443,242
243_roof,roof,769,ROOF,0446,243
244_fireplacefireplace,fireplace/fireplace (火塘),185,FIREPLACE,0448,244
245_fire,fire,221,FIRE,0450,245
246_lightvtcatchfirev,"light (vt), catch fire (v)",737,LIGHT (IGNITE),0452,246
247_flame,flame,889,FLAME,0454,247
248_smoke,smoke,778,SMOKE (EXHAUST),0456,248
249_soot,soot,830,SOOT,0458,249
250_ashes,ashes,646,ASH,0460,250
251_cinders,cinder(s),,,0461,251
252_charcoal,charcoal,1188,CHARCOAL,0463,252
253_coal,coal,2658,COAL,0464,253
254_firewood,firewood,10,FIREWOOD,0466,254
255_matches,matches,1133,MATCH,0468,255
256_matches,matches,1133,MATCH,0469,256
257_extinguishvt,extinguish (vt),127,EXTINGUISH,0471,257
258_putoutvt,put out (vt),,,0472,258
259_gooutfadevi,"go out, fade (vi)",2704,FADE (LOOSE COLOR),0473,259
260_burnvi,burn (vi),1428,BURNING,0475,260
261_getburnedvi,get burned (vi),,,0476,261
262_setfiretovt,set fire to (vt),737,LIGHT (IGNITE),0478,262
263_table,table,1775,TABLE,0480,263
264_chair,chair,1476,CHAIR,0482,264
265_sittingmat,sitting mat,195,MAT,0483,265
266_sitstayv,"sit, stay (v)",1416,SIT,0485,266
267_sitliedownv,"sit, lie down (v)",215,LIE DOWN,0486,267
268_bed,bed,1663,BED,0488,268
269_pillow,pillow,1044,PILLOW,0490,269
270_lievi,lie (vi),1411,LIE (REST),0492,270
271_sleepvi,sleep (vi),1585,SLEEP,0494,271
272_snorevi,snore (vi),1983,SNORE,0495,272
273_feelsleepyv,feel sleepy (v),,,0497,273
274_dreamn,dream (n),2374,DREAM,0499,274
275_dreamv,dream (v),1920,DREAM (SOMETHING),0500,275
276_wakeupv,wake up (v),1602,WAKE UP,0501,276
277_wakenvt,waken (vt),825,AWAKE,0502,277
278_standuprisev,"stand up, rise (v)",570,STAND UP,0504,278
279_standv,stand (v),1442,STAND,0506,279
280_welln,well (n),954,WELL,0508,280
281_hedge,hedge,,,0510,281
282_closeshutvt,"close, shut (vt)",1046,SHUT,0512,282
283_shutoneseyesvshutoneseyesv,shut one's eyes (v)/shut one's eyes (闭眼) (v),2063,CLOSE (EYES),0513,283
284_closevi,close (vi),2000,CLOVE,0514,284
285_openvt,open (vt),1156,OPEN,0516,285
286_livev,live (v),1422,BE ALIVE,0518,286
287_stayovernightv,stay overnight (v),,,0520,287
288_tool,tool,1361,TOOL,0523,288
289_machine,machine,144,MACHINE,0525,289
290_mirror,mirror,1171,MIRROR,0527,290
291_glass,glass,604,GLASS,0529,291
292_bowl,bowl,1530,BOWL,0531,292
293_ricebowl,rice bowl,,,0532,293
294_dishplate,"dish, plate",480,PLATE,0534,294
295_spoon,spoon,1378,SPOON,0536,295
296_pot,pot,1462,POT,0538,296
297_jug,jug,270,JUG,0539,297
298_bucketbarrel,"bucket, barrel",2052,BUCKET,0543,298
299_bottle,bottle,1321,BOTTLE,0546,299
300_pan,pan,31,PAN,0548,300
301_steamer,steamer,,,0549,301
302_earthenwareteapot,earthenware teapot,,,0550,302
303_dipoutwaterv,dip out water (v),,,0552,303
304_scoopupvt,scoop up (vt),,,0553,304
305_ladle,ladle,2657,LADLE,0554,305
306_pourvt,pour (vt),1487,POUR,0556,306
307_spillitintentionallyvt,spill it (intentionally) (vt),3130,SPILL (SOMETHING),0558,307
308_spillitaccidentallyv,spill it (accidentally) (v),3130,SPILL (SOMETHING),0559,308
309_knife,knife,1352,KNIFE,0561,309
310_handlehaft,"handle, haft",1254,HANDLE,0562,310
311_cuttingedge,cutting edge,863,EDGE,0564,311
312_mortar,mortar,224,MORTAR,0566,312
313_pounder,pounder,2459,GRINDSTONE,0568,313
314_grindvt,grind (vt),1033,GRIND,0570,314
315_poundvt,pound (vt),354,POUND,0572,315
316_hammer,hammer,1481,HAMMER,0574,316
317_nail,nail,502,NAIL (TOOL),0576,317
318_saw,saw,1948,SAW,0578,318
319_axe,axe,677,AXE,0580,319
320_hoe,hoe,284,HOE,0582,320
321_sickle,sickle,341,SICKLE,0584,321
322_plow,plow,2154,PLOUGH (INSTRUMENT),0586,322
323_spade,spade,1176,SPADE,0588,323
324_whetvt,whet (vt),251,SHARPEN (SOMETHING),0590,324
325_dust,dust,2,DUST,0592,325
326_wipevt,wipe (vt),1454,WIPE,0594,326
327_box,box,1465,BOX,0596,327
328_covern,cover (n),2319,"LID (COVER, CAP)",0598,328
329_sheath,sheath,,,0599,329
330_largemeshedbasket,large meshed basket,,,0601,330
331_basket,basket,1539,BASKET,0602,331
332_sieve,sieve,86,SIEVE,0604,332
333_bag,bag,2468,BAG,0606,333
334_bagmadeofyakswool,bag made of Yak's wool,,,0607,334
335_bagmadeofyakswool,bag made of Yak's wool,,,0608,335
336_squarebagofcloth,square bag of cloth,,,0610,336
337_paperbagfordocuments,paper bag for documents,,,0611,337
338_envelope,envelope,3088,ENVELOPE,0612,338
339_rope,rope,1218,ROPE,0614,339
340_stringcord,"string, cord",362,STRING,0616,340
341_net,net,2963,NET,0618,341
342_netforcurtain,net for curtain,,,0619,342
343_cane,cane,1296,WALKING STICK,0621,343
344_stickofwood,stick of wood,1295,STICK,0623,344
345_smallpile,small pile,,,0624,345
346_ladder,ladder,1464,LADDER,0626,346
347_board,board,1227,BOARD,0628,347
348_bebornv,be born (v),1090,BE BORN,0631,348
349_growupv,grow up (v),552,GROW UP,0633,349
350_alivebev,alive (be v),1422,BE ALIVE,0635,350
351_fat,fat,1279,FAT (OBESE),0637,351
352_thin,thin,2308,THIN,0639,352
353_gettiredv,get tired (v),1996,GET TIRED,0641,353
354_healthy,healthy,1364,HEALTHY,0643,354
355_illness,illness,1986,DISEASE,0645,355
356_fever,fever,1534,FEVER,0647,356
357_catchacoldv,catch a cold (v),2184,CATCH A COLD,0648,357
358_infectiousdiseaseinfectiousdiseasetheillnessspreadsoneaftertheother,infectious disease/infectious disease ('the illness spreads one after the other'),,,0649,358
359_syphilis,syphilis,,,0650,359
360_wound,wound,1109,WOUND,0654,360
361_bepainfulfeelpainv,"be painful, feel pain (v)",2561,HURT (SENSE PAIN),0656,361
362_feelitchyv,feel itchy (v),149,ITCHY,0658,362
363_scratchv,scratch (v),1436,SCRATCH,0660,363
364_medicine,medicine,1372,MEDICINE,0662,364
365_curevt,cure (vt),499,CURE,0664,365
366_curevt,cure (vt),499,CURE,0665,366
367_recoverv,recover (v),1978,RECOVER,0667,367
368_poison,poison,655,POISON,0669,368
369_killvt,kill (vt),1417,KILL,0671,369
370_dievi,die (vi),1494,DIE,0673,370
371_buryvt,bury (vt),1719,BURY,0675,371
372_mummy,mummy,,,0676,372
373_god,god,1944,GOD,0678,373
374_prayv,pray (v),24,PRAY,0680,374
375_fightv,fight (v),1423,FIGHT,0682,375
376_fightv,fight (v),1423,FIGHT,0683,376
377_makewarv,make war (v),,,0685,377
378_winv,win (v),866,WIN,0687,378
379_bedefeatedv,be defeated (v),,,0689,379
380_runawayvi,run away (vi),2142,RUN AWAY,0691,380
381_chasevt,chase (vt),1435,HUNT,0693,381
382_sword,sword,1535,SWORD,0695,382
383_spear,spear,945,SPEAR,0697,383
384_shield,shield,1064,SHIELD,0699,384
385_bow,bow,994,BOW,0701,385
386_arrow,arrow,977,ARROW,0703,386
387_gun,gun,1566,GUN,0705,387
388_personmaningeneral,"person, man in general",683,PERSON,0708,388
389_manmale,"man, male",2106,MALE PERSON,0710,389
390_male,male,1553,MALE,0711,390
391_womanfemale,"woman, female",2105,FEMALE PERSON,0713,391
392_baby,baby,1289,BABY,0715,392
393_child,child,2099,CHILD,0717,393
394_boyboy,boy/boy (小伙子),1366,BOY,0719,394
395_girl,girl,1646,GIRL,0721,395
396_youngmanyouth,"young man, youth",76,YOUNG MAN,0723,396
397_younglady,young lady,77,YOUNG WOMAN,0725,397
398_adultgrownups,"adult, grown-ups",3635,ADULT,0727,398
399_oldperson,old person,725,OLD PERSON,0729,399
400_young,young,1207,YOUNG,0731,400
401_old,old,1229,OLD,0733,401
402_father,father,1217,FATHER,0736,402
403_mother,mother,1216,MOTHER,0738,403
404_parents,parents,505,PARENTS,0740,404
405_grandfather,grandfather,1383,GRANDFATHER,0742,405
406_grandmother,grandmother,1496,GRANDMOTHER,0744,406
407_uncle,uncle,1327,UNCLE,0746,407
408_unclematrilineal,uncle (matrilineal),3220,MATERNAL UNCLE,0747,408
409_aunt,aunt,1272,AUNT,0749,409
410_auntmatrilineal,aunt (matrilineal),2176,MATERNAL AUNT,0750,410
411_son,son,1620,SON,0752,411
412_daughter,daughter,1357,DAUGHTER,0754,412
413_brothersiblings,"brother, siblings",1262,BROTHER,0756,413
414_sister,sister,1263,SISTER,0758,414
415_nephewnephewbrotherssonsistersson,nephew/nephew (brother's son / sister's son),1063,NEPHEW,0760,415
416_niece,niece,1642,NIECE,0762,416
417_cousin,cousin,1643,COUSIN,0764,417
